"Date","Area","OSgrid","longitude","latitude","Alt","Aspect","Incline","Location","Obs","FAH","OAH","Air.Temp","Wind.Dir","Wind.Speed","Cloud","Precip.Code","Drift","Total.Snow.Depth","Foot.Pen","Ski.Pen","Rain.at.900","Summit.Air.Temp","Summit.Wind.Dir","Summit.Wind.Speed","Max.Temp.Grad","Max.Hardness.Grad","No.Settle","Snow.Index","Insolation","Crystals","Wetness","AV.Cat","Snow.Temp"
2022-03-11 11:25:00,"Lochaber","NN166718",-0.55672890248061,1.95784840347307,"810",10,25,"Ben Nevis","BM","Moderate","Moderate","5.2",80,35,100,"0 - None","0",76,0,0,0,1.6,177,30,0,1,170,0,10,0,2,0,0
2022-03-12 11:15:00,"Lochaber","NN194729",-0.546809777863719,1.9831426853237,"1196",48,25,"Aonach Mor, top of summit gully","GP","Moderate","Moderate","-0.7",190,20,100,"6 - Snow Showers","1",36,10,0,1,-0.8,178,21,0,1,170,0,10,0,2,0,0
2022-03-13 12:00:00,"Lochaber","NN161717",-0.557633814154159,1.95333025387804,"960",310,15,"Ben Nevis, Coire na Ciste","GP","Moderate","Low","2",160,30,90,"6 - Snow Showers","0",190,20,0,1,-0.1,173,26,0,2,176,0,10,0,2,0,0
2022-03-14 12:00:00,"Lochaber","NN188743",-0.534240537886019,1.97770061266072,"1010",5,20,"Aonach Mor","GM","Low","Low","0.1",180,10,90,"0 - None","0",110,15,0,1,-0.8,180,27,0,3,182,0,10,0,2,0,0
2022-03-15 11:33:00,"Lochaber","NN167723",-0.552235731603677,1.95874569880054,"680",292,10,"Ben Nevis","GM","Moderate","Low","3.2",130,40,100,"0 - None","0",30,5,0,0,-2.6,203,35,0,1,182,0,12,0,2,0,0
2022-03-16 12:00:00,"Lochaber","NN194729",-0.546809777863719,1.9831426853237,"1215",90,10,"Aonach Mor","GM/BM","Moderate",NA,"-1.9",225,10,100,"0 - None","0",0,10,0,0,-2.9,217,22,1.4,3,182,0,12,0,1,0,-0.6
2022-03-18 11:40:00,"Lochaber","NN718194",-1.02689587953169,2.45757872722292,"1080",120,30,"Aonach Mor/Beag Col","BF/PE","Moderate","Moderate","2.3",200,5,20,"6 - Snow Showers","0",300,10,0,0,-1,219,33,0.4,2,188,0,12,0,2,0,0
2022-03-19 09:50:00,"Lochaber","NN195742",-0.535129549671427,1.98402910042753,"1040",50,30,"Aonach Mor: Coire Dubh","KM","Moderate",NA,"5.6",180,30,5,"0 - None","1",250,10,0,0,3.1,184,40,0.7,3,194,0,12,0,1,0,-0.9
2022-03-21 11:45:00,"Lochaber","NN191736",-0.540525135474424,1.98042164814886,"1212",90,5,"Aonach Mor","GM","Low","Low","-0.7",180,5,0,"0 - None","0",40,1,0,0,1.8,165,14,1.9,3,194,0,12,0,1,0,-2.4
2022-03-22 12:00:00,"Lochaber","NN185744",-0.533346173509807,1.9749876392116,"1000",280,20,"Aonach Mor","GM","Low","Low","6.1",185,15,10,"0 - None","0",30,5,0,0,4.1,168,16,0,2,194,0,12,0,2,0,0
2022-03-23 12:00:00,"Lochaber","NN194753",-0.525248831522538,1.98311038190331,"830",55,15,"Aonach Mor","GM","Low","Low","6.1",180,5,10,"0 - None","0",60,4,0,0,5.1,187,23,0,3,194,0,12,0,2,0,0
2022-03-24 11:40:00,"Lochaber","NN193746",-0.531538744402807,1.98221595752134,"1080",330,30,"Aonach Mor","KM","Low","Low","5",220,10,60,"0 - None","0",87,8,0,0,4.1,210,16,0,2,194,0,12,0,2,0,0
2022-03-25 12:00:00,"Lochaber","NN187672",-0.598027538811148,1.97689083383112,"880",50,30,"An Gearanach","KM","Low","Low","4",230,5,100,"0 - None","0",95,12,0,0,3.6,215,15,0,1,194,0,12,0,2,0,0
2022-03-26 12:00:00,"Lochaber","NN170718",-0.556723659140616,1.96146397446503,"800",320,25,"Ben Nevis Coire Leis.","KM","Low","Low","7.3",280,10,90,"0 - None","0",80,5,0,0,3.5,270,10,0,1,194,0,12,0,2,0,0
2022-03-27 10:35:00,"Lochaber","NN233745",-0.532383059979734,2.01837233481497,"850",40,30,"Beinn na Socaich","KM","Low","Low","8.1",270,10,0,"0 - None","0",95,3,0,0,4,250,10,0,1,194,0,12,0,2,0,0
2022-03-28 10:30:00,"Lochaber","NN197714",-0.560281570802202,1.98587441642618,"1220",170,10,"Aonach Beag","BF","Low","Low","4.1",140,2,10,"0 - None","0",105,2,0,0,4.5,242,8,0,2,194,0,12,0,2,0,0
2022-03-29 10:35:00,"Lochaber","NN165717",-0.557628584848774,1.95694582751775,"850",340,30,"Ben Nevis","KM","Low","Low","4",30,5,95,"0 - None","0",80,5,0,0,1.7,330,10,0,1,194,0,12,0,2,0,0
2022-03-30 10:10:00,"Lochaber","NN190736",-0.540526468684593,1.97951776663675,"1180",250,25,"Aonach Mor","KM","Low","Low","-7",70,20,50,"0 - None","0",0,0,0,0,-7.3,90,15,2.3,0,194,0,12,0,1,0,-5.2
2022-03-31 10:30:00,"Lochaber","NN194746",-0.5315374044987,1.98311983286162,"1070",20,15,"Nid Ridge, Aonach Mor","BF","Low","Low","-4.6",80,5,70,"0 - None","0",300,0,0,0,-5.8,140,20,1.7,1,194,0,12,0,1,0,-2.9
2022-04-01 11:30:00,"Lochaber","NN139729",-0.546882114508286,1.93342895240107,"711",NA,0,"Meall an t-Suidhe","GM","Low","Low","0.2",180,5,100,"0 - None","0",0,0,0,0,-4.1,NA,0,NA,NA,194,0,20,0,2,0,0
2022-04-02 11:10:00,"Lochaber","NN167723",-0.552235731603677,1.95874569880054,"670",270,10,"Ben Nevis","GM","Low","Low","0.6",0,0,35,"0 - None","0",30,1,0,0,-2.3,280,8,0.8,2,194,0,20,0,2,0,-0.8
2022-04-03 09:30:00,"Lochaber","NN194732",-0.544114640347257,1.98313866281676,"1200",110,10,"Top of Spikes Gully, Aonach Mor","BF","Low","Low","-3.6",280,5,100,"2 - Trace","0",300,3,0,0,-2,280,15,0.5,4,194,0,20,0,1,0,-1.8
2022-04-04 10:00:00,"Lochaber","NN168724",-0.551336047817074,1.95964826695916,"700",NA,0,"Ben Nevis","GM","Low","Low","4.8",10,15,100,"0 - None","0",0,0,0,1,1.8,NA,0,NA,NA,196,0,20,0,2,0,0
2022-04-05 10:00:00,"Lochaber","NN186748",-0.529751376164922,1.97588614185551,"800",345,15,"Aonach Mor","GM","Moderate","Low","5.5",270,30,100,"0 - None","0",30,3,0,1,2.2,NA,0,0,0,196,0,20,0,2,0,0
2022-04-06 11:30:00,"Lochaber","NN188743",-0.534240537886019,1.97770061266072,"1010",35,15,"Aonach Mor","GM","Low","Low","0",225,20,100,"6 - Snow Showers","1",45,10,0,0,-1.4,227,31,0,3,196,0,20,0,1,0,0
2022-04-07 10:40:00,"Lochaber","NN162718",-0.556734136127961,1.95423283231065,"920",110,20,"Ben Nevis, Coire na Ciste","GP","Low","Low","-1.8",80,20,80,"4 - Light Showers","0",190,5,0,0,-5,0,30,1.4,1,202,0,20,0,1,0,-1.4
2022-04-08 10:50:00,"Lochaber","NN192731",-0.545015683516803,1.981332235049,"1200",225,5,"Aonach Mor, SW aspect","GP","Low","Low","-4",280,20,90,"4 - Light Showers","0",55,5,0,0,-4.2,340,20,2,1,206,0,20,0,1,0,-4
2022-04-09 10:30:00,"Lochaber","NN186744",-0.533344839471421,1.97589151586784,"960",10,15,"Aonach Mor","GM","Low","Low","-2.5",270,5,100,"0 - None","0",60,12,0,0,-4.8,NA,0,1.5,2,210,0,20,0,1,0,-2.5
2022-04-10 10:30:00,"Lochaber","NN166721",-0.554033785532522,1.95784444828917,"700",300,10,"Ben Nevis","DG/GM","Low",NA,"3.7",245,5,100,"0 - None","0",40,4,0,0,-2.2,NA,0,0,3,210,0,20,0,2,0,0
2022-04-12 10:35:00,"Lochaber","NN167721",-0.554032474164773,1.95874833922577,"715",285,10,"Ben Nevis","GM","Low","Low","3.6",135,25,90,"0 - None","0",35,3,0,0,0.4,NA,0,0,0,210,0,20,0,2,0,0
2022-04-13 10:00:00,"Lochaber","NN187745",-0.532445137591972,1.97679404912712,"900",15,15,"Aonach Mor Met readings","GM","Low","Low","6.3",280,10,100,"0 - None","0",40,2,0,0,2.5,NA,0,0,0,210,0,20,0,2,0,0
2022-04-14 10:20:00,"Lochaber","NN173371",-0.868491322242866,1.96460515940767,"1080",120,35,"Carn Dearg Meadhonach","GP","Low","Low","5.5",210,30,100,"0 - None","0",44,1,0,0,4.6,220,25,0,1,210,0,20,0,2,0,0
2022-04-15 10:00:00,"Lochaber","NN187744",-0.533343504821435,1.97679539251331,"950",345,20,"Aonach Mor Met readings","GM","Low",NA,"6.8",10,15,90,"0 - None","0",40,5,0,0,3.8,NA,0,0,0,210,0,20,0,2,0,0
2022-12-08 10:00:00,"Lochaber","NN192738",-0.538727053176743,1.98132284406694,"1200",NA,0,"Aonach Mor Summit Plateau","BF","Low","Low","-5",60,10,100,"0 - None","0",3,2,0,0,-5.2,122,16,NA,NA,0,0,2,0,1,0,0
2022-12-09 11:30:00,"Lochaber","NN168723",-0.552234418668074,1.95964958850711,"700",270,0,"Ben Nevis","KM","Low","Low","-3",300,5,90,"2 - Trace","0",0,0,0,0,-4.4,250,12,NA,NA,0,0,2,0,2,0,0
2022-12-10 11:45:00,"Lochaber","NN187746",-0.531546770974332,1.97679270525296,"900",NA,0,"Aonach Mor","KM","Low","Low","-3.5",65,15,90,"2 - Trace","1",0,0,0,0,-4.1,82,14,NA,NA,2,0,2,0,2,0,0
2022-12-11 12:00:00,"Lochaber","NN185743",-0.534244540381325,1.97498898088082,"1000",NA,0,"Aonach Mor ","KM","Low",NA,"-5",40,10,10,"0 - None","0",0,0,0,0,-5.6,52,13,NA,NA,4,0,2,0,2,0,0
2022-12-14 12:00:00,"Lochaber","NN167722",-0.553134102580885,1.95874701925493,"660",NA,0,"CIC Hut","GM","Low",NA,"-3.4",0,0,100,"0 - None","0",0,0,0,0,-8.3,53,18,NA,NA,6,0,2,0,2,0,0
2022-12-16 10:30:00,"Lochaber","NN188742",-0.535138906823572,1.97770195568525,"1050",0,25,"Aonach Mor","BM","Moderate","Considerable -","-2.7",260,5,100,"2 - Trace","0",24,5,0,0,-3,206,11,0.9,4,6,0,2,10,1,0,-1.7
2022-12-17 11:00:00,"Lochaber","NN187746",-0.531546770974332,1.97679270525296,"950",350,10,"By Goose Tow Track, Aonach Mor","BF","Considerable -","Considerable -","-1.6",260,10,100,"6 - Snow Showers","1",45,35,0,0,-4,230,25,1.3,4,8,0,2,10,1,0,-2.9
2022-12-18 10:10:00,"Lochaber","NN187744",-0.533343504821435,1.97679539251331,"1000",350,30,"Aonach Mor","BM","Considerable +","Low","-2.9",180,30,100,"4 - Light Showers","1",61,30,0,0,-5.5,204,27,1.3,3,14,0,2,10,1,0,-2.8
2022-12-19 12:00:00,"Lochaber","NN167724",-0.551337361233372,1.95874437786261,"650",NA,0,"Ben Nevis","GM/DG","Low","Low","9.6",70,35,100,"","0",0,0,0,1,5.8,183,41,NA,NA,18,0,2,0,2,0,0
2022-12-20 12:00:00,"Lochaber","NN175690",-0.581871899604471,1.96602029587476,"300",NA,0,"Glen Nevis","GM/DG","Moderate","Considerable -","6",310,5,95,"0 - None","0",0,0,0,0,-2,49,38,NA,NA,18,0,2,0,2,0,0
2022-12-21 12:00:00,"Lochaber","NN167724",-0.551337361233372,1.95874437786261,"650",NA,0,"Ben Nevis","GM","Moderate","Low","2.8",225,30,100,"6 - Snow Showers","1",0,0,0,1,1.3,210,44,NA,NA,18,0,2,0,2,0,0
2022-12-22 11:45:00,"Lochaber","NN191739",-0.537830015131223,1.98041762087985,"1180",358,5,"Aonach Mor","GM","Low","Low","-1.2",90,10,100,"0 - None","0",40,0,0,0,-1.2,228,25,0,3,24,0,2,0,1,0,0
2022-12-23 12:00:00,"Lochaber","NN187746",-0.531546770974332,1.97679270525296,"950",350,20,"By Goose uptrack , Aonach Mor","BF","Considerable -","Low","-1.5",170,15,100,"2 - Trace","0",60,0,0,0,-3.4,119,13,0.8,2,24,0,2,0,1,0,-0.6
2022-12-24 10:00:00,"Lochaber","NN188744",-0.533342169559847,1.97769926914801,"1000",340,25,"Goose Gully, Aonach Mor","BF","Low","Low","1",160,10,100,"6 - Snow Showers","1",70,5,0,0,-0.2,179,31,0.5,1,26,0,2,0,1,0,-0.5
2022-12-25 11:30:00,"Lochaber","NN168716",-0.558523031605959,1.95965882579731,"850",350,20,"Observatory Gully, Ben Nevis","BM","Moderate","Moderate","0",320,15,100,"4 - Light Showers","1",58,5,0,0,-2.2,218,32,0,1,32,0,2,0,1,0,0
2022-12-26 12:00:00,"Lochaber","NN166723",-0.552237043932377,1.95784180908331,"650",200,15,"Ben Nevis","GM/KM","Moderate","Moderate","-1.6",330,30,100,"6 - Snow Showers","1",56,40,0,0,-5.1,255,22,1,1,36,0,2,0,1,0,-1.9
2022-12-27 12:00:00,"Lochaber","NN141717",-0.557659815348749,1.93525238313492,"450",NA,0,"Ben Nevis","GM","Moderate","Low","1.2",150,40,100,"6 - Snow Showers","1",0,0,0,0,-3.2,228,24,NA,NA,42,0,2,0,2,0,0
2022-12-28 12:00:00,"Lochaber","NN195755",-0.523450757009653,1.98401154700869,"765",30,15,"Aonach Mor","GM","Moderate","Low","3.8",140,15,100,"0 - None","0",30,15,0,0,-1.8,200,28,0,3,48,0,2,0,1,0,0
2022-12-29 12:00:00,"Lochaber","NN188744",-0.533342169559847,1.97769926914801,"950",10,25,"Aonach Mor ","GM","Moderate","Moderate","-1.5",25,10,100,"2 - Trace","0",35,5,0,0,-2.7,205,24,0,3,48,0,2,0,1,0,0
2022-12-30 11:25:00,"Lochaber","NN188742",-0.535138906823572,1.97770195568525,"1060",0,28,"Aonach Mor","BM","Moderate","Moderate","-0.1",190,25,100,"6 - Snow Showers","1",82,15,0,0,-0.5,213,32,0.7,1,50,0,2,0,1,0,-1
2022-12-31 11:45:00,"Lochaber","NN195729",-0.546808445620981,1.98404657107696,"1210",80,20,"Top of Summit Gully, Aonach Mor","BF","Moderate","Low","-5",250,5,15,"2 - Trace","0",290,1,0,0,-4.4,230,36,2.6,2,56,0,2,0,1,0,-5.7
2023-01-01 11:45:00,"Lochaber","NN163717",-0.557631200712592,1.95513804071917,"950",100,10,"Coire na Ciste, Ben Nevis","BF","Moderate","Moderate","-0.8",130,1,100,"4 - Light Showers","0",155,18,0,0,-2.9,128,12,0.7,4,58,0,3,0,1,0,-1.4
2023-01-02 11:00:00,"Lochaber","NN194747",-0.530639035092727,1.98311848419329,"1065",90,40,"Aonach Mor","GM","Moderate","Moderate","-3",270,35,100,"2 - Trace","0",45,10,0,1,-3.5,292,11,0.5,3,62,0,3,0,1,0,-3.7
2023-01-03 12:00:00,"Lochaber","NN168723",-0.552234418668074,1.95964958850711,"660",160,15,"Ben Nevis","GM","Low","Low","4.1",290,15,100,"6 - Snow Showers","0",35,10,0,1,0.4,202,38,0,1,64,0,3,0,2,0,0
2023-01-04 12:00:00,"Lochaber","NN167723",-0.552235731603677,1.95874569880054,"675",300,10,"Ben Nevis","GM","Low","Low","2.9",315,5,100,"0 - None","0",30,15,0,1,-0.6,226,19,0,0,70,0,3,0,2,0,0
2023-01-05 13:32:00,"Lochaber","NN188754",-0.524358519972968,1.97768580717046,"650",NA,0,"Aonach Mor","GM/GP","Moderate","Moderate","5.5",152,22,100,"0 - None","0",0,0,0,1,0.4,237,17,NA,NA,70,0,3,0,2,0,0
2023-01-06 12:10:00,"Lochaber","NN167721",-0.554032474164773,1.95874833922577,"720",350,30,"Ben Nevis above CIC hut","BM","Moderate","Low","2.3",40,25,100,"6 - Snow Showers","0",52,10,0,0,-0.7,224,47,0,1,70,0,3,0,2,0,0
2023-01-07 12:10:00,"Lochaber","NN188742",-0.535138906823572,1.97770195568525,"1080",0,25,"Aonach Mor","BM","Considerable -","Moderate","-0.1",180,15,100,"2 - Trace","1",130,5,0,0,-0.9,203,29,0.1,1,76,0,3,0,2,0,0
2023-01-08 12:00:00,"Lochaber","NN169717",-0.557623345854327,1.96056140098708,"880",340,35,"Ben Nevis: base Observatory Gully","BM","Moderate","Considerable -","-0.5",90,25,50,"4 - Light Showers","1",82,10,0,0,-2.9,204,43,0.9,2,78,0,3,0,2,0,0
2023-01-09 11:30:00,"Lochaber","NN187745",-0.532445137591972,1.97679404912712,"940",0,15,"Aonach Mor","GM","Considerable +",NA,"-0.3",225,15,100,"6 - Snow Showers","1",60,15,0,0,-2.2,228,31,0.5,2,82,0,3,0,1,0,-0.7
2023-01-11 10:00:00,"Lochaber","NN187744",-0.533343504821435,1.97679539251331,"950",30,25,"Goose Gully, Aonach Mor","BF ","Considerable +","Considerable -","-0.8",240,10,95,"6 - Snow Showers","0",105,15,0,0,-2.2,225,41,0.5,1,94,0,3,0,2,0,-0.9
2023-01-12 11:10:00,"Lochaber","NN189743",-0.534239202498157,1.97860448989914,"1050",350,28,"Aonach Mor","RB","Considerable -","Moderate","-0.6",210,25,100,"6 - Snow Showers","1",160,10,0,0,-0.9,222,30,0.5,1,100,0,3,0,2,0,-1.1
2023-01-13 11:25:00,"Lochaber","NN189742",-0.53513757192104,1.97860583353794,"1070",350,25,"Aonach Mor","BF/RB","Moderate","Considerable +","-0.7",300,12,100,"6 - Snow Showers","1",55,10,0,0,-1.6,248,22,0.2,1,106,0,3,0,2,0,-0.5
2023-01-14 11:30:00,"Lochaber","NN194740",-0.536927633779969,1.98312791459137,"1190",100,30,"Top of Left Twin, Aonach Mor","BF","Considerable -","Considerable -","-3.5",240,15,100,"8 - Snow","0",60,10,0,0,-3.7,211,27,1.4,2,112,0,3,0,1,0,-1.9
2023-01-15 12:30:00,"Lochaber","NN194733",-0.5432162623927,1.983137321002,"1200",80,10,"Top of Spikes Gully, Aonach Mor","BF","Considerable -","Considerable -","-4.1",290,10,100,"4 - Light Showers","0",300,2,0,0,-4.3,274,24,1.2,2,120,0,4,0,1,0,-2.7
2023-01-16 11:30:00,"Lochaber","NN194719",-0.55579360908976,1.98315606185863,"1080",160,15,"Aonach Mor/Beag Col","BF","Considerable -","Considerable -","-7.6",270,20,70,"0 - None","0",100,15,0,0,-7.5,286,11,2.1,2,124,0,4,0,1,0,-6.3
2023-01-17 11:00:00,"Lochaber","NN169717",-0.557623345854327,1.96056140098708,"850",30,15,"Below Observatory Gully, Ben Nevis","BF","Considerable -","Considerable -","-4.1",220,5,100,"2 - Trace","0",90,10,0,0,-6.1,270,10,1.8,1,124,0,4,0,1,0,-3.8
2023-01-18 11:55:00,"Lochaber","NN194730",-0.545911398082989,1.9831413449776,"1200",95,15,"Aonach Mor, Summit Gully","BM","Considerable -","Considerable -","-5.5",350,10,100,"4 - Light Showers","1",71,5,0,0,-5.3,313,16,1.4,2,126,0,4,10,1,0,-4.7
2023-01-19 11:30:00,"Lochaber","NN163720",-0.5549360862668,1.95513409246536,"880",110,30,"Ben Nevis, Number 5 Gully","BM","Considerable -","Moderate","-2",0,20,100,"4 - Light Showers","1",127,20,0,0,-3.2,272,14,1,1,130,0,4,0,1,0,-2.8
2023-01-20 11:25:00,"Lochaber","NN194730",-0.545911398082989,1.9831413449776,"1140",80,35,"Aonach Mor, Summit Gully","BM","Considerable +","Considerable +","-1.5",190,5,5,"2 - Trace","0",143,10,0,0,0.4,201,13,4.1,2,134,0,4,10,1,0,-7.1
2023-01-21 11:40:00,"Lochaber","NN167720",-0.55493084635512,1.95874965871308,"730",340,30,"Ben Nevis above CIC hut","BM","Moderate","Moderate","2.3",120,20,100,"4 - Light Showers","0",115,10,0,1,0,190,36,1.2,2,136,0,4,0,2,0,-0.1
2023-01-22 12:10:00,"Lochaber","NN196751",-0.527042877081814,1.98492082911664,"880",70,25,"Aonach Mor, Aonach an Nid","BM","Moderate","Low","3.6",200,15,100,"0 - None","0",125,10,0,1,2.3,203,43,0.2,1,140,0,4,0,2,0,0
2023-01-23 11:30:00,"Lochaber","NN193744",-0.533335484077828,1.98221865215972,"1110",118,40,"Aonach Mor","GM","Low","","3.8",210,15,100,"0 - None","0",0,25,0,0,3.8,212,31,0,2,140,0,4,0,2,0,0
2023-01-24 12:00:00,"Lochaber","NN167724",-0.551337361233372,1.95874437786261,"700",260,15,"Ben Nevis","GM","","Low","8.3",270,20,100,"","0",40,20,0,1,5.6,261,32,0,1,140,0,4,0,2,0,0
2023-01-25 11:30:00,"Lochaber","NN194733",-0.5432162623927,1.983137321002,"1200",70,10,"Top of Spikes Gully, Aonach Mor","BF","Low","Low","-1.1",230,8,100,"2 - Trace","0",155,0,0,0,-1.8,231,34,0.8,2,140,0,4,0,1,0,0
2023-01-26 11:30:00,"Lochaber","NN194730",-0.545911398082989,1.9831413449776,"1190",90,26,"Aonach Mor","RB","Low","Low","-2.8",10,8,60,"0 - None","0",50,0,0,0,-2.4,306,14,1,2,142,0,4,0,1,0,-1.8
2023-01-27 11:10:00,"Lochaber","NN169720",-0.554928222761869,1.960557441773,"750",310,25,"Ben Nevis","RB/BF","Low","Low","0.6",120,10,100,"2 - Trace","0",50,0,0,0,-2,140,30,0,2,142,0,4,0,2,0,0
2023-01-28 11:20:00,"Lochaber","NN194731",-0.545013018910761,1.98314000414196,"1200",85,25,"Aonach Mor","RB","Low","Low","-3",285,15,80,"0 - None","0",90,0,0,0,-2.3,250,19,0.5,4,144,0,4,0,1,0,-0.7
2023-01-29 10:40:00,"Lochaber","NN167719",-0.555829219151703,1.95875097771684,"770",320,25,"Ben Nevis","RB","Low","Low","5.3",350,30,100,"","0",50,8,0,1,3.1,232,31,0,4,144,0,4,0,2,0,0
2023-01-30 11:10:00,"Lochaber","NN195750",-0.527942588086591,1.98401830811859,"970",90,40,"Aonach Mor","RB","Moderate","Low","-1.1",280,8,60,"2 - Trace","0",240,10,0,0,-1.9,260,27,0.8,2,144,0,4,0,1,0,-1.3
2023-01-31 12:00:00,"Lochaber","NN168723",-0.552234418668074,1.95964958850711,"700",NA,0,"Ben Nevis","GM","Moderate","Moderate","-0.7",270,35,98,"2 - Trace","1",0,0,0,0,-3.4,237,39,NA,NA,146,0,4,0,2,0,0
2023-02-01 12:00:00,"Lochaber","NN196752",-0.526144509765941,1.98491947676811,"860",75,20,"Aonach Mor","GM","Moderate",NA,"0",270,30,100,"2 - Trace","0",80,15,0,0,-2.6,250,33,0.3,1,148,0,6,0,1,0,-1.1
2023-02-03 10:30:00,"Lochaber","NN194746",-0.5315374044987,1.98311983286162,"1100",10,10,"Above Winger Wall","BF ","Low","Low","1.9",220,15,100,"2 - Trace","0",90,0,0,1,3.6,239,39,0,1,150,0,6,0,2,0,0
2023-02-04 10:00:00,"Lochaber","NN196752",-0.526144509765941,1.98491947676811,"870",60,15,"G and T Gully, Aonach Mor","BF","Low","Low","2.4",200,10,100,"0 - None","0",90,5,0,1,1.5,226,35,0,1,152,0,6,0,2,0,0
2023-02-05 11:45:00,"Lochaber","NN195729",-0.546808445620981,1.98404657107696,"1210",85,10,"Top of Summit Gully, Aonach Mor","BF","Low","Low","-0.7",230,20,90,"2 - Trace","0",75,3,0,0,1.2,246,21,1.9,2,152,0,6,0,1,0,-1
2023-02-06 11:20:00,"Lochaber","NN167722",-0.553134102580885,1.95874701925493,"680",0,0,"CIC hut, Ben Nevis","DG/GM","Low","Low","4",140,20,100,"0 - None","0",0,0,0,0,0,213,34,NA,NA,154,0,6,0,2,0,0
2023-02-07 10:30:00,"Lochaber","NN191754",-0.524354495952313,1.98039741853799,"735",340,22,"North slopes, Aonach Mòr","DG/GM","Low","Low","2.7",270,10,95,"0 - None","0",60,7,0,0,-0.8,221,35,0,1,154,0,6,0,1,0,0
2023-02-08 10:30:00,"Lochaber","NN197754",-0.524346431337547,1.98582064098134,"750",50,25,"Lower Nid Ridge, Aonach Mor","BF","Moderate","Moderate","3.5",220,20,100,"0 - None","0",65,0,0,0,-0.4,212,43,0,1,154,0,6,0,1,0,0
2023-02-09 12:00:00,"Lochaber","NN167724",-0.551337361233372,1.95874437786261,"670",155,15,"Ben Nevis","GM","Moderate","Moderate","1.5",320,40,100,"4 - Light Showers","0",20,10,0,0,0,NA,0,0,1,154,0,6,0,2,0,0
2023-02-10 11:00:00,"Lochaber","NN167720",-0.55493084635512,1.95874965871308,"720",270,15,"Ben Nevis above CIC hut","BM","Low","Low","4.7",0,30,100,"0 - None","0",27,10,0,1,1.4,231,41,0,1,158,0,6,0,10,0,0
2023-02-11 11:55:00,"Lochaber","NN190679",-0.591734763483413,1.97959341415021,"600",NA,0,"An Gearanach North","KM","Low","Low","5.1",235,25,100,"0 - None","0",0,0,0,1,1,240,37,NA,NA,158,0,6,0,2,0,0
2023-02-12 11:35:00,"Lochaber","NN193745",-0.5324371139344,1.98221730508518,"1110",100,20,"Aonach Mor","KM","Low","Low","-0.5",210,25,90,"0 - None","0",85,0,0,0,-0.6,223,24,0.3,1,158,0,6,0,1,0,0
2023-02-13 12:00:00,"Lochaber","NN168722",-0.553132790125979,1.95965090957129,"730",NA,0,"Ben Nevis","GM","Low","Low","2.3",135,10,50,"0 - None","0",0,0,0,0,1.4,206,26,NA,NA,158,0,6,0,2,0,0
2023-02-14 11:15:00,"Lochaber","NN192745",-0.532438452740237,1.98131342911915,"1100",0,30,"Aonach Mor","BM","Moderate","Low","2.5",200,20,100,"0 - None","0",40,0,0,1,2,205,29,0,1,158,0,6,0,2,0,0
2023-02-15 11:55:00,"Lochaber","NN193746",-0.531538744402807,1.98221595752134,"1070",30,25,"Aonach Mor","KM","Low","Low","-0.5",210,30,90,"6 - Snow Showers","1",65,5,0,0,-1.3,205,34,0.4,2,158,0,8,0,1,0,0
2023-02-16 11:55:00,"Lochaber","NN191740",-0.536931642904187,1.98041627747909,"1180",10,15,"Aonach Mor","KM","Moderate","Low","0",220,25,100,"","0",56,2,0,1,0,220,29,0,2,164,0,8,0,1,0,0
2023-02-17 14:02:00,"Lochaber","NN167719",-0.555829219151703,1.95875097771684,"770",0,20,"Ben Nevis, Douglas Boulder","BM","Moderate","Low","0.2",340,20,100,"2 - Trace","1",67,2,0,0,-2.4,229,39,0,1,164,0,8,0,2,0,0
2023-02-18 12:15:00,"Lochaber","NN188742",-0.535138906823572,1.97770195568525,"1050",0,30,"Aonach Mor","BM","Low","Low","-1.4",180,5,20,"6 - Snow Showers","0",100,3,0,0,-1,189,19,2.1,4,166,0,8,0,1,0,-0.5
2023-02-19 11:10:00,"Lochaber","NN172716",-0.558517787269696,1.9632744015725,"847",340,20,"Ben Nevis, Coire Leis","GP","Low","Low","1.5",320,30,100,"0 - None","0",50,5,0,1,0,230,20,0,2,172,0,8,0,10,0,0
2023-02-20 12:00:00,"Lochaber","NN167722",-0.553134102580885,1.95874701925493,"680",NA,0,"Ben Nevis","GM","Low","Low","2.6",345,25,100,"0 - None","0",0,0,0,1,-0.4,233,48,NA,NA,172,0,8,0,2,0,0
2023-02-21 12:00:00,"Lochaber","NN187744",-0.533343504821435,1.97679539251331,"950",20,25,"Aonach Mor","GM","Moderate","Low","2.6",225,25,100,"0 - None","0",40,20,0,0,1.9,225,29,0,1,172,0,8,0,2,0,0
2023-02-22 11:55:00,"Lochaber","NN193745",-0.5324371139344,1.98221730508518,"1130",90,20,"Aonach Mor","KM","Moderate","Low","-1.5",300,10,50,"4 - Light Showers","0",42,0,0,0,-2.4,267,23,0.6,2,172,0,8,0,1,0,-0.3
2023-02-23 12:00:00,"Lochaber","NN197744",-0.533330124683217,1.98583415837467,"945",20,25,"Aonach Mor","GM","Low","Low","-0.4",255,20,100,"2 - Trace","0",40,3,0,0,-1.5,289,16,1.3,2,176,0,8,0,1,0,0
